ImpersonationLevel,ElevatedToken,SidHistory,CryptoAlgorithms,TestSigning,ClientProcessId,PrimaryGroupId,Workstation,TargetUserName,OldUacValue,ProcessId,LogonGuid,FlightSigning,UserPrincipalName,LoadOptions,KeyType,Timestamp,TargetDomainName,DataDescription,IpPort,PrivilegeList,PuaPolicyId,DeviceDescription,UserParameters,VsmLaunchType,RemoteEventLogging,TargetOutboundUserName,TargetName,PackageSid,ClassId,RemoteCredentialGuard,ScriptPath,TargetSid,HypervisorDebug,LocationInformation,ReturnCode,KeyLength,Identity,TargetInfo,CallerProcessId,RecordNumber,TransmittedServices,PuaCount,ReadOperation,ProviderName,HypervisorLaunchType,HomePath,AccountExpires,SubjectUserName,SamAccountName,EventID,TargetProcessName,DisabledPrivilegeList,EnabledPrivilegeList,MasterKeyId,UserAccountControl,PackageName,Dummy,ParentProcessName,PasswordLastSet,DeviceId,ProfilePath,HomeDirectory,TokenElevationType,VendorIds,ProcessCreationTime,ClientCreationTime,DisableIntegrityChecks,CallerProcessName,TargetUserSid,VirtualAccount,IpAddress,MemberName,Status,CompatibleIds,LogonHours,Schema,TargetLogonGuid,MandatoryLabel,Type,LogonProcessName,Resource,SubjectLogonId,TargetProcessId,AdvancedOptions,RestrictedAdminMode,HypervisorLoadOptions,FailureReason,TargetLogonId,TargetServerName,UserWorkstations,AuthenticationPackageName,AllowedToDelegateTo,Flags,TargetOutboundDomainName,LmPackageName,KernelDebug,KeyFilePath,SubjectUserSid,ConfigAccessPolicy,AlgorithmName,MemberSid,WorkstationName,NewProcessId,CommandLine,NewProcessName,DisplayName,CountOfCredentialsReturned,KeyName,SubStatus,SubjectDomainName,SchemaFriendlyName,ProcessName,LogonType,ProtectedDataFlags,TargetLinkedLogonId,ClassName,NewUacValue,Operation
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.437347+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1436,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.437494+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1437,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.438272+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1438,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.438377+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1439,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.438931+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1440,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.439081+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1441,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.439617+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1442,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.439775+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1443,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.440287+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1444,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.440424+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1445,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.440916+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1446,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.441093+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1447,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.441580+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1448,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.441711+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1449,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.442862+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.442995+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1451,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.443661+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1452,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.443758+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1453,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.444399+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1454,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.444403+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1455,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.445606+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1456,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.445810+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1457,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.446758+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1458,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.446861+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1459,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.447388+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1460,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.447556+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1461,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.448011+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1462,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.448151+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1463,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.448826+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1464,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.448956+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1465,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.450169+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1466,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.450375+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1467,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.451145+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1468,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.451227+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1469,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.452511+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1470,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.452646+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1471,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.453531+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1472,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.453629+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1473,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.454657+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1474,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.454802+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1475,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.455845+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1476,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.455984+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1477,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.457043+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1478,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.457256+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1479,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.457874+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1480,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.458040+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1481,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.458651+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1482,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.458899+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1483,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.459427+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1484,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.459644+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1485,,,,,,,,DESKTOP-A3EGFSV$,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000e60,,,,,,2026-04-20 18:01:14.460190+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,1486,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
